reference_index,celltype,tech
2419,delta,inDrop1
2420,beta,inDrop1
2421,ductal,inDrop1
2422,beta,inDrop1
2423,beta,inDrop1
2424,beta,inDrop1
2425,beta,inDrop1
2426,ductal,inDrop1
2427,activated_stellate,inDrop1
2428,beta,inDrop1
2429,alpha,inDrop1
2430,beta,inDrop1
2431,beta,inDrop1
2432,activated_stellate,inDrop1
2433,alpha,inDrop1
2434,acinar,inDrop1
2435,gamma,inDrop1
2436,beta,inDrop1
2437,beta,inDrop1
2438,beta,inDrop1
2439,delta,inDrop1
2440,alpha,inDrop1
2441,endothelial,inDrop1
2442,gamma,inDrop1
2443,beta,inDrop1
2444,alpha,inDrop1
2445,beta,inDrop1
2446,beta,inDrop1
2447,beta,inDrop1
2448,beta,inDrop1
2449,beta,inDrop1
2450,endothelial,inDrop1
2451,beta,inDrop1
2452,delta,inDrop1
2453,beta,inDrop1
2454,alpha,inDrop1
2455,beta,inDrop1
2456,alpha,inDrop1
2457,alpha,inDrop1
2458,delta,inDrop1
2459,alpha,inDrop1
2460,ductal,inDrop1
2461,beta,inDrop1
2462,alpha,inDrop1
2463,endothelial,inDrop1
2464,beta,inDrop1
2465,beta,inDrop1
2466,ductal,inDrop1
2467,delta,inDrop1
2468,beta,inDrop1
2469,beta,inDrop1
2470,alpha,inDrop1
2471,alpha,inDrop1
2472,delta,inDrop1
2473,gamma,inDrop1
2474,alpha,inDrop1
2475,beta,inDrop1
2476,alpha,inDrop1
2477,ductal,inDrop1
2478,beta,inDrop1
2479,gamma,inDrop1
2480,beta,inDrop1
2481,schwann,inDrop1
2482,delta,inDrop1
2483,beta,inDrop1
2484,alpha,inDrop1
2485,delta,inDrop1
2486,beta,inDrop1
2487,acinar,inDrop1
2488,beta,inDrop1
2489,beta,inDrop1
2490,beta,inDrop1
2491,beta,inDrop1
2492,beta,inDrop1
2493,alpha,inDrop1
2494,beta,inDrop1
2495,beta,inDrop1
2496,macrophage,inDrop1
2497,gamma,inDrop1
2498,beta,inDrop1
2499,beta,inDrop1
2500,alpha,inDrop1
2501,acinar,inDrop1
2502,endothelial,inDrop1
2503,alpha,inDrop1
2504,beta,inDrop1
2505,alpha,inDrop1
2506,alpha,inDrop1
2507,alpha,inDrop1
2508,beta,inDrop1
2509,beta,inDrop1
2510,alpha,inDrop1
2511,alpha,inDrop1
2512,macrophage,inDrop1
2513,alpha,inDrop1
2514,beta,inDrop1
2515,beta,inDrop1
2516,beta,inDrop1
2517,alpha,inDrop1
2518,activated_stellate,inDrop1
2519,delta,inDrop1
2520,alpha,inDrop1
2521,alpha,inDrop1
2522,endothelial,inDrop1
2523,beta,inDrop1
2524,delta,inDrop1
2525,beta,inDrop1
2526,beta,inDrop1
2527,beta,inDrop1
2528,ductal,inDrop1
2529,beta,inDrop1
2530,ductal,inDrop1
2531,beta,inDrop1
2532,beta,inDrop1
2533,activated_stellate,inDrop1
2534,beta,inDrop1
2535,ductal,inDrop1
2536,beta,inDrop1
2537,beta,inDrop1
2538,delta,inDrop1
2539,ductal,inDrop1
2540,alpha,inDrop1
2541,ductal,inDrop1
2542,beta,inDrop1
2543,gamma,inDrop1
2544,ductal,inDrop1
2545,beta,inDrop1
2546,gamma,inDrop1
2547,delta,inDrop1
2548,alpha,inDrop1
2549,gamma,inDrop1
2550,alpha,inDrop1
2551,beta,inDrop1
2552,macrophage,inDrop1
2553,beta,inDrop1
2554,beta,inDrop1
2555,quiescent_stellate,inDrop1
2556,delta,inDrop1
2557,beta,inDrop1
2558,alpha,inDrop1
2559,beta,inDrop1
2560,alpha,inDrop1
2561,beta,inDrop1
2562,beta,inDrop1
2563,gamma,inDrop1
2564,alpha,inDrop1
2565,beta,inDrop1
2566,beta,inDrop1
2567,beta,inDrop1
2568,beta,inDrop1
2569,macrophage,inDrop1
2570,beta,inDrop1
2571,delta,inDrop1
2572,beta,inDrop1
2573,gamma,inDrop1
2574,epsilon,inDrop1
2575,delta,inDrop1
2576,alpha,inDrop1
2577,beta,inDrop1
2578,beta,inDrop1
2579,delta,inDrop1
2580,alpha,inDrop1
2581,endothelial,inDrop1
2582,beta,inDrop1
2583,activated_stellate,inDrop1
2584,acinar,inDrop1
2585,beta,inDrop1
2586,acinar,inDrop1
2587,alpha,inDrop1
2588,gamma,inDrop1
2589,macrophage,inDrop1
2590,beta,inDrop1
2591,beta,inDrop1
2592,acinar,inDrop1
2593,beta,inDrop1
2594,beta,inDrop1
2595,alpha,inDrop1
2596,delta,inDrop1
2597,beta,inDrop1
2598,ductal,inDrop1
2599,alpha,inDrop1
2600,beta,inDrop1
2601,delta,inDrop1
2602,beta,inDrop1
2603,beta,inDrop1
2604,acinar,inDrop1
2605,beta,inDrop1
2606,beta,inDrop1
2607,beta,inDrop1
2608,alpha,inDrop1
2609,alpha,inDrop1
2610,alpha,inDrop1
2611,ductal,inDrop1
2612,alpha,inDrop1
2613,acinar,inDrop1
2614,acinar,inDrop1
2615,beta,inDrop1
2616,delta,inDrop1
2617,quiescent_stellate,inDrop1
2618,alpha,inDrop1
2619,delta,inDrop1
2620,beta,inDrop1
2621,ductal,inDrop1
2622,beta,inDrop1
2623,beta,inDrop1
2624,beta,inDrop1
2625,beta,inDrop1
2626,quiescent_stellate,inDrop1
2627,endothelial,inDrop1
2628,acinar,inDrop1
2629,activated_stellate,inDrop1
2630,delta,inDrop1
2631,beta,inDrop1
2632,alpha,inDrop1
2633,endothelial,inDrop1
2634,endothelial,inDrop1
2635,alpha,inDrop1
2636,beta,inDrop1
2637,gamma,inDrop1
2638,beta,inDrop1
2639,ductal,inDrop1
2640,activated_stellate,inDrop1
2641,alpha,inDrop1
2642,beta,inDrop1
2643,beta,inDrop1
2644,alpha,inDrop1
2645,acinar,inDrop1
2646,quiescent_stellate,inDrop1
2647,beta,inDrop1
2648,alpha,inDrop1
2649,beta,inDrop1
2650,ductal,inDrop1
2651,beta,inDrop1
2652,delta,inDrop1
2653,beta,inDrop1
2654,beta,inDrop1
2655,beta,inDrop1
2656,beta,inDrop1
2657,quiescent_stellate,inDrop1
2658,beta,inDrop1
2659,beta,inDrop1
2660,schwann,inDrop1
2661,endothelial,inDrop1
2662,beta,inDrop1
2663,beta,inDrop1
2664,ductal,inDrop1
2665,gamma,inDrop1
2666,alpha,inDrop1
2667,gamma,inDrop1
2668,alpha,inDrop1
2669,quiescent_stellate,inDrop1
2670,endothelial,inDrop1
2671,quiescent_stellate,inDrop1
2672,delta,inDrop1
2673,beta,inDrop1
2674,ductal,inDrop1
2675,endothelial,inDrop1
2676,beta,inDrop1
2677,delta,inDrop1
2678,activated_stellate,inDrop1
2679,endothelial,inDrop1
2680,acinar,inDrop1
2681,endothelial,inDrop1
2682,delta,inDrop1
2683,gamma,inDrop1
2684,activated_stellate,inDrop1
2685,endothelial,inDrop1
2686,beta,inDrop1
2687,ductal,inDrop1
2688,beta,inDrop1
2689,beta,inDrop1
2690,alpha,inDrop1
2691,alpha,inDrop1
2692,beta,inDrop1
2693,ductal,inDrop1
2694,beta,inDrop1
2695,alpha,inDrop1
2696,endothelial,inDrop1
2697,endothelial,inDrop1
2698,beta,inDrop1
2699,endothelial,inDrop1
2700,endothelial,inDrop1
2701,alpha,inDrop1
2702,quiescent_stellate,inDrop1
2703,ductal,inDrop1
2704,beta,inDrop1
2705,quiescent_stellate,inDrop1
2706,epsilon,inDrop1
2707,delta,inDrop1
2708,macrophage,inDrop1
2709,gamma,inDrop1
2710,ductal,inDrop1
2711,alpha,inDrop1
2712,beta,inDrop1
2713,alpha,inDrop1
2714,endothelial,inDrop1
2715,beta,inDrop1
2716,gamma,inDrop1
2717,beta,inDrop1
2718,beta,inDrop1
2719,quiescent_stellate,inDrop1
2720,alpha,inDrop1
2721,beta,inDrop1
2722,gamma,inDrop1
2723,alpha,inDrop1
2724,alpha,inDrop1
2725,beta,inDrop1
2726,endothelial,inDrop1
2727,beta,inDrop1
2728,quiescent_stellate,inDrop1
2729,endothelial,inDrop1
2730,beta,inDrop1
2731,beta,inDrop1
2732,beta,inDrop1
2733,beta,inDrop1
2734,ductal,inDrop1
2735,beta,inDrop1
2736,alpha,inDrop1
2737,quiescent_stellate,inDrop1
2738,beta,inDrop1
2739,endothelial,inDrop1
2740,beta,inDrop1
2741,ductal,inDrop1
2742,ductal,inDrop1
2743,beta,inDrop1
2744,activated_stellate,inDrop1
2745,beta,inDrop1
2746,ductal,inDrop1
2747,beta,inDrop1
2748,endothelial,inDrop1
2749,beta,inDrop1
2750,beta,inDrop1
2751,acinar,inDrop1
2752,alpha,inDrop1
2753,schwann,inDrop1
2754,beta,inDrop1
2755,beta,inDrop1
2756,quiescent_stellate,inDrop1
2757,beta,inDrop1
2758,gamma,inDrop1
2759,endothelial,inDrop1
2760,beta,inDrop1
2761,mast,inDrop1
2762,beta,inDrop1
2763,gamma,inDrop1
2764,quiescent_stellate,inDrop1
2765,beta,inDrop1
2766,beta,inDrop1
2767,beta,inDrop1
2768,endothelial,inDrop1
2769,beta,inDrop1
2770,alpha,inDrop1
2771,quiescent_stellate,inDrop1
2772,activated_stellate,inDrop1
2773,beta,inDrop1
2774,alpha,inDrop1
2775,endothelial,inDrop1
2776,quiescent_stellate,inDrop1
2777,endothelial,inDrop1
2778,endothelial,inDrop1
2779,endothelial,inDrop1
2780,endothelial,inDrop1
2781,ductal,inDrop1
2782,beta,inDrop1
2783,ductal,inDrop1
2784,quiescent_stellate,inDrop1
2785,beta,inDrop1
2786,endothelial,inDrop1
2787,endothelial,inDrop1
2788,alpha,inDrop1
2789,quiescent_stellate,inDrop1
2790,alpha,inDrop1
2791,acinar,inDrop1
2792,gamma,inDrop1
2793,endothelial,inDrop1
2794,beta,inDrop1
2795,quiescent_stellate,inDrop1
2796,activated_stellate,inDrop1
2797,beta,inDrop1
2798,beta,inDrop1
2799,endothelial,inDrop1
2800,alpha,inDrop1
2801,quiescent_stellate,inDrop1
2802,quiescent_stellate,inDrop1
2803,quiescent_stellate,inDrop1
2804,quiescent_stellate,inDrop1
2805,endothelial,inDrop1
2806,beta,inDrop1
2807,quiescent_stellate,inDrop1
2808,beta,inDrop1
2809,quiescent_stellate,inDrop1
2810,quiescent_stellate,inDrop1
2811,beta,inDrop1
2812,beta,inDrop1
2813,beta,inDrop1
2814,beta,inDrop1
2815,beta,inDrop1
2816,endothelial,inDrop1
2817,alpha,inDrop1
2818,beta,inDrop1
2819,endothelial,inDrop1
2820,endothelial,inDrop1
2821,activated_stellate,inDrop1
2822,alpha,inDrop1
2823,beta,inDrop1
2824,beta,inDrop1
2825,acinar,inDrop1
2826,quiescent_stellate,inDrop1
2827,endothelial,inDrop1
2828,endothelial,inDrop1
2829,endothelial,inDrop1
2830,delta,inDrop1
2831,endothelial,inDrop1
2832,alpha,inDrop1
2833,beta,inDrop1
2834,quiescent_stellate,inDrop1
2835,endothelial,inDrop1
2836,quiescent_stellate,inDrop1
2837,alpha,inDrop1
2838,quiescent_stellate,inDrop1
2839,acinar,inDrop1
2840,acinar,inDrop1
2841,delta,inDrop1
2842,acinar,inDrop1
2843,activated_stellate,inDrop1
2844,acinar,inDrop1
2845,acinar,inDrop1
2846,delta,inDrop1
2847,delta,inDrop1
2848,delta,inDrop1
2849,acinar,inDrop1
2850,beta,inDrop1
2851,activated_stellate,inDrop1
2852,delta,inDrop1
2853,delta,inDrop1
2854,delta,inDrop1
2855,delta,inDrop1
2856,beta,inDrop1
2857,delta,inDrop1
2858,acinar,inDrop1
2859,activated_stellate,inDrop1
2860,activated_stellate,inDrop1
2861,delta,inDrop1
2862,beta,inDrop1
2863,acinar,inDrop1
2864,delta,inDrop1
2865,beta,inDrop1
2866,delta,inDrop1
2867,ductal,inDrop1
2868,acinar,inDrop1
2869,acinar,inDrop1
2870,delta,inDrop1
2871,beta,inDrop1
2872,beta,inDrop1
2873,beta,inDrop1
2874,delta,inDrop1
2875,beta,inDrop1
2876,beta,inDrop1
2877,beta,inDrop1
2878,delta,inDrop1
2879,delta,inDrop1
2880,delta,inDrop1
2881,acinar,inDrop1
2882,ductal,inDrop1
2883,delta,inDrop1
2884,activated_stellate,inDrop1
2885,beta,inDrop1
2886,activated_stellate,inDrop1
2887,alpha,inDrop1
2888,delta,inDrop1
2889,beta,inDrop1
2890,beta,inDrop1
2891,beta,inDrop1
2892,acinar,inDrop1
2893,delta,inDrop1
2894,ductal,inDrop1
2895,macrophage,inDrop1
2896,delta,inDrop1
2897,beta,inDrop1
2898,beta,inDrop1
2899,delta,inDrop1
2900,delta,inDrop1
2901,beta,inDrop1
2902,delta,inDrop1
2903,beta,inDrop1
2904,delta,inDrop1
2905,acinar,inDrop1
2906,delta,inDrop1
2907,beta,inDrop1
2908,acinar,inDrop1
2909,beta,inDrop1
2910,beta,inDrop1
2911,ductal,inDrop1
2912,delta,inDrop1
2913,delta,inDrop1
2914,beta,inDrop1
2915,delta,inDrop1
2916,delta,inDrop1
2917,beta,inDrop1
2918,alpha,inDrop1
2919,beta,inDrop1
2920,acinar,inDrop1
2921,alpha,inDrop1
2922,alpha,inDrop1
2923,beta,inDrop1
2924,beta,inDrop1
2925,beta,inDrop1
2926,beta,inDrop1
2927,beta,inDrop1
2928,beta,inDrop1
2929,beta,inDrop1
2930,beta,inDrop1
2931,delta,inDrop1
2932,beta,inDrop1
2933,beta,inDrop1
2934,delta,inDrop1
2935,beta,inDrop1
2936,beta,inDrop1
2937,beta,inDrop1
2938,alpha,inDrop1
2939,delta,inDrop1
2940,alpha,inDrop1
2941,beta,inDrop1
2942,delta,inDrop1
2943,beta,inDrop1
2944,activated_stellate,inDrop1
2945,beta,inDrop1
2946,beta,inDrop1
2947,delta,inDrop1
2948,delta,inDrop1
2949,ductal,inDrop1
2950,acinar,inDrop1
2951,acinar,inDrop1
2952,delta,inDrop1
2953,ductal,inDrop1
2954,delta,inDrop1
2955,beta,inDrop1
2956,ductal,inDrop1
2957,beta,inDrop1
2958,beta,inDrop1
2959,beta,inDrop1
2960,beta,inDrop1
2961,alpha,inDrop1
2962,beta,inDrop1
2963,beta,inDrop1
2964,beta,inDrop1
2965,beta,inDrop1
2966,beta,inDrop1
2967,alpha,inDrop1
2968,acinar,inDrop1
2969,beta,inDrop1
2970,beta,inDrop1
2971,beta,inDrop1
2972,beta,inDrop1
2973,delta,inDrop1
2974,beta,inDrop1
2975,beta,inDrop1
2976,beta,inDrop1
2977,activated_stellate,inDrop1
2978,beta,inDrop1
2979,delta,inDrop1
2980,beta,inDrop1
2981,acinar,inDrop1
2982,beta,inDrop1
2983,beta,inDrop1
2984,activated_stellate,inDrop1
2985,alpha,inDrop1
2986,beta,inDrop1
2987,beta,inDrop1
2988,quiescent_stellate,inDrop1
2989,activated_stellate,inDrop1
2990,acinar,inDrop1
2991,beta,inDrop1
2992,alpha,inDrop1
2993,delta,inDrop1
2994,acinar,inDrop1
2995,beta,inDrop1
2996,beta,inDrop1
2997,beta,inDrop1
2998,beta,inDrop1
2999,ductal,inDrop1
3000,beta,inDrop1
3001,acinar,inDrop1
3002,beta,inDrop1
3003,beta,inDrop1
3004,beta,inDrop1
3005,beta,inDrop1
3006,beta,inDrop1
3007,beta,inDrop1
3008,alpha,inDrop1
3009,acinar,inDrop1
3010,beta,inDrop1
3011,beta,inDrop1
3012,alpha,inDrop1
3013,beta,inDrop1
3014,beta,inDrop1
3015,gamma,inDrop1
3016,delta,inDrop1
3017,macrophage,inDrop1
3018,alpha,inDrop1
3019,delta,inDrop1
3020,beta,inDrop1
3021,ductal,inDrop1
3022,ductal,inDrop1
3023,alpha,inDrop1
3024,beta,inDrop1
3025,beta,inDrop1
3026,acinar,inDrop1
3027,endothelial,inDrop1
3028,alpha,inDrop1
3029,gamma,inDrop1
3030,beta,inDrop1
3031,quiescent_stellate,inDrop1
3032,beta,inDrop1
3033,delta,inDrop1
3034,beta,inDrop1
3035,ductal,inDrop1
3036,beta,inDrop1
3037,alpha,inDrop1
3038,beta,inDrop1
3039,delta,inDrop1
3040,beta,inDrop1
3041,alpha,inDrop1
3042,quiescent_stellate,inDrop1
3043,ductal,inDrop1
3044,delta,inDrop1
3045,beta,inDrop1
3046,beta,inDrop1
3047,delta,inDrop1
3048,alpha,inDrop1
3049,beta,inDrop1
3050,beta,inDrop1
3051,delta,inDrop1
3052,beta,inDrop1
3053,beta,inDrop1
3054,delta,inDrop1
3055,ductal,inDrop1
3056,ductal,inDrop1
3057,beta,inDrop1
3058,beta,inDrop1
3059,beta,inDrop1
3060,beta,inDrop1
3061,endothelial,inDrop1
3062,beta,inDrop1
3063,beta,inDrop1
3064,alpha,inDrop1
3065,beta,inDrop1
3066,beta,inDrop1
3067,alpha,inDrop1
3068,beta,inDrop1
3069,acinar,inDrop1
3070,delta,inDrop1
3071,beta,inDrop1
3072,beta,inDrop1
3073,ductal,inDrop1
3074,ductal,inDrop1
3075,beta,inDrop1
3076,alpha,inDrop1
3077,beta,inDrop1
3078,beta,inDrop1
3079,ductal,inDrop1
3080,alpha,inDrop1
3081,activated_stellate,inDrop1
3082,beta,inDrop1
3083,alpha,inDrop1
3084,ductal,inDrop1
3085,delta,inDrop1
3086,alpha,inDrop1
3087,gamma,inDrop1
3088,beta,inDrop1
3089,activated_stellate,inDrop1
3090,ductal,inDrop1
3091,beta,inDrop1
3092,beta,inDrop1
3093,activated_stellate,inDrop1
3094,beta,inDrop1
3095,delta,inDrop1
3096,activated_stellate,inDrop1
3097,beta,inDrop1
3098,gamma,inDrop1
3099,beta,inDrop1
3100,beta,inDrop1
3101,beta,inDrop1
3102,delta,inDrop1
3103,beta,inDrop1
3104,beta,inDrop1
3105,alpha,inDrop1
3106,beta,inDrop1
3107,alpha,inDrop1
3108,epsilon,inDrop1
3109,activated_stellate,inDrop1
3110,beta,inDrop1
3111,alpha,inDrop1
3112,ductal,inDrop1
3113,alpha,inDrop1
3114,beta,inDrop1
3115,beta,inDrop1
3116,delta,inDrop1
3117,ductal,inDrop1
3118,beta,inDrop1
3119,alpha,inDrop1
3120,delta,inDrop1
3121,beta,inDrop1
3122,beta,inDrop1
3123,beta,inDrop1
3124,beta,inDrop1
3125,beta,inDrop1
3126,activated_stellate,inDrop1
3127,alpha,inDrop1
3128,beta,inDrop1
3129,ductal,inDrop1
3130,delta,inDrop1
3131,alpha,inDrop1
3132,alpha,inDrop1
3133,beta,inDrop1
3134,beta,inDrop1
3135,beta,inDrop1
3136,delta,inDrop1
3137,alpha,inDrop1
3138,beta,inDrop1
3139,beta,inDrop1
3140,beta,inDrop1
3141,beta,inDrop1
3142,beta,inDrop1
3143,delta,inDrop1
3144,beta,inDrop1
3145,beta,inDrop1
3146,beta,inDrop1
3147,alpha,inDrop1
3148,beta,inDrop1
3149,gamma,inDrop1
3150,beta,inDrop1
3151,activated_stellate,inDrop1
3152,beta,inDrop1
3153,alpha,inDrop1
3154,alpha,inDrop1
3155,beta,inDrop1
3156,beta,inDrop1
3157,delta,inDrop1
3158,beta,inDrop1
3159,beta,inDrop1
3160,beta,inDrop1
3161,beta,inDrop1
3162,beta,inDrop1
3163,beta,inDrop1
3164,quiescent_stellate,inDrop1
3165,ductal,inDrop1
3166,ductal,inDrop1
3167,delta,inDrop1
3168,alpha,inDrop1
3169,beta,inDrop1
3170,beta,inDrop1
3171,beta,inDrop1
3172,beta,inDrop1
3173,beta,inDrop1
3174,beta,inDrop1
3175,gamma,inDrop1
3176,beta,inDrop1
3177,beta,inDrop1
3178,gamma,inDrop1
3179,alpha,inDrop1
3180,beta,inDrop1
3181,alpha,inDrop1
3182,alpha,inDrop1
3183,beta,inDrop1
3184,delta,inDrop1
3185,beta,inDrop1
3186,beta,inDrop1
3187,beta,inDrop1
3188,beta,inDrop1
3189,endothelial,inDrop1
3190,beta,inDrop1
3191,quiescent_stellate,inDrop1
3192,beta,inDrop1
3193,beta,inDrop1
3194,alpha,inDrop1
3195,ductal,inDrop1
3196,beta,inDrop1
3197,beta,inDrop1
3198,gamma,inDrop1
3199,alpha,inDrop1
3200,gamma,inDrop1
3201,beta,inDrop1
3202,beta,inDrop1
3203,alpha,inDrop1
3204,alpha,inDrop1
3205,ductal,inDrop1
3206,beta,inDrop1
3207,alpha,inDrop1
3208,beta,inDrop1
3209,delta,inDrop1
3210,ductal,inDrop1
3211,beta,inDrop1
3212,beta,inDrop1
3213,beta,inDrop1
3214,beta,inDrop1
3215,beta,inDrop1
3216,beta,inDrop1
3217,ductal,inDrop1
3218,beta,inDrop1
3219,alpha,inDrop1
3220,beta,inDrop1
3221,beta,inDrop1
3222,alpha,inDrop1
3223,acinar,inDrop1
3224,acinar,inDrop1
3225,beta,inDrop1
3226,beta,inDrop1
3227,beta,inDrop1
3228,alpha,inDrop1
3229,alpha,inDrop1
3230,alpha,inDrop1
3231,alpha,inDrop1
3232,beta,inDrop1
3233,alpha,inDrop1
3234,beta,inDrop1
3235,alpha,inDrop1
3236,beta,inDrop1
3237,beta,inDrop1
3238,beta,inDrop1
3239,alpha,inDrop1
3240,delta,inDrop1
3241,alpha,inDrop1
3242,beta,inDrop1
3243,beta,inDrop1
3244,beta,inDrop1
3245,alpha,inDrop1
3246,gamma,inDrop1
3247,acinar,inDrop1
3248,beta,inDrop1
3249,ductal,inDrop1
3250,delta,inDrop1
3251,beta,inDrop1
3252,ductal,inDrop1
3253,gamma,inDrop1
3254,beta,inDrop1
3255,quiescent_stellate,inDrop1
3256,ductal,inDrop1
3257,delta,inDrop1
3258,gamma,inDrop1
3259,beta,inDrop1
3260,beta,inDrop1
3261,beta,inDrop1
3262,gamma,inDrop1
3263,ductal,inDrop1
3264,alpha,inDrop1
3265,acinar,inDrop1
3266,ductal,inDrop1
3267,endothelial,inDrop1
3268,alpha,inDrop1
3269,endothelial,inDrop1
3270,beta,inDrop1
3271,beta,inDrop1
3272,beta,inDrop1
3273,beta,inDrop1
3274,alpha,inDrop1
3275,beta,inDrop1
3276,ductal,inDrop1
3277,ductal,inDrop1
3278,beta,inDrop1
3279,beta,inDrop1
3280,gamma,inDrop1
3281,beta,inDrop1
3282,quiescent_stellate,inDrop1
3283,ductal,inDrop1
3284,beta,inDrop1
3285,acinar,inDrop1
3286,ductal,inDrop1
3287,endothelial,inDrop1
3288,acinar,inDrop1
3289,gamma,inDrop1
3290,beta,inDrop1
3291,beta,inDrop1
3292,quiescent_stellate,inDrop1
3293,beta,inDrop1
3294,beta,inDrop1
3295,epsilon,inDrop1
3296,beta,inDrop1
3297,alpha,inDrop1
3298,alpha,inDrop1
3299,delta,inDrop1
3300,beta,inDrop1
3301,epsilon,inDrop1
3302,beta,inDrop1
3303,alpha,inDrop1
3304,beta,inDrop1
3305,beta,inDrop1
3306,gamma,inDrop1
3307,acinar,inDrop1
3308,beta,inDrop1
3309,alpha,inDrop1
3310,beta,inDrop1
3311,alpha,inDrop1
3312,ductal,inDrop1
3313,alpha,inDrop1
3314,beta,inDrop1
3315,beta,inDrop1
3316,gamma,inDrop1
3317,beta,inDrop1
3318,beta,inDrop1
3319,delta,inDrop1
3320,delta,inDrop1
3321,delta,inDrop1
3322,quiescent_stellate,inDrop1
3323,beta,inDrop1
3324,beta,inDrop1
3325,alpha,inDrop1
3326,beta,inDrop1
3327,alpha,inDrop1
3328,alpha,inDrop1
3329,beta,inDrop1
3330,beta,inDrop1
3331,beta,inDrop1
3332,alpha,inDrop1
3333,beta,inDrop1
3334,beta,inDrop1
3335,quiescent_stellate,inDrop1
3336,alpha,inDrop1
3337,endothelial,inDrop1
3338,gamma,inDrop1
3339,beta,inDrop1
3340,beta,inDrop1
3341,quiescent_stellate,inDrop1
3342,beta,inDrop1
3343,alpha,inDrop1
3344,delta,inDrop1
3345,beta,inDrop1
3346,acinar,inDrop1
3347,beta,inDrop1
3348,endothelial,inDrop1
3349,endothelial,inDrop1
3350,beta,inDrop1
3351,beta,inDrop1
3352,alpha,inDrop1
3353,beta,inDrop1
3354,mast,inDrop1
3355,beta,inDrop1
3356,alpha,inDrop1
3357,endothelial,inDrop1
3358,beta,inDrop1
3359,beta,inDrop1
3360,beta,inDrop1
3361,endothelial,inDrop1
3362,alpha,inDrop1
3363,beta,inDrop1
3364,beta,inDrop1
3365,beta,inDrop1
3366,beta,inDrop1
3367,alpha,inDrop1
3368,mast,inDrop1
3369,beta,inDrop1
3370,epsilon,inDrop1
3371,endothelial,inDrop1
3372,quiescent_stellate,inDrop1
3373,alpha,inDrop1
3374,alpha,inDrop1
3375,beta,inDrop1
3376,beta,inDrop1
3377,acinar,inDrop1
3378,delta,inDrop1
3379,acinar,inDrop1
3380,beta,inDrop1
3381,beta,inDrop1
3382,endothelial,inDrop1
3383,beta,inDrop1
3384,macrophage,inDrop1
3385,acinar,inDrop1
3386,quiescent_stellate,inDrop1
3387,beta,inDrop1
3388,beta,inDrop1
3389,beta,inDrop1
3390,endothelial,inDrop1
3391,beta,inDrop1
3392,beta,inDrop1
3393,ductal,inDrop1
3394,beta,inDrop1
3395,beta,inDrop1
3396,quiescent_stellate,inDrop1
3397,beta,inDrop1
3398,acinar,inDrop1
3399,beta,inDrop1
3400,delta,inDrop1
3401,beta,inDrop1
3402,beta,inDrop1
3403,beta,inDrop1
3404,beta,inDrop1
3405,quiescent_stellate,inDrop1
3406,alpha,inDrop1
3407,endothelial,inDrop1
3408,beta,inDrop1
3409,delta,inDrop1
3410,gamma,inDrop1
3411,beta,inDrop1
3412,quiescent_stellate,inDrop1
3413,endothelial,inDrop1
3414,alpha,inDrop1
3415,beta,inDrop1
3416,ductal,inDrop1
3417,beta,inDrop1
3418,beta,inDrop1
3419,beta,inDrop1
3420,quiescent_stellate,inDrop1
3421,beta,inDrop1
3422,epsilon,inDrop1
3423,beta,inDrop1
3424,beta,inDrop1
3425,alpha,inDrop1
3426,beta,inDrop1
3427,endothelial,inDrop1
3428,endothelial,inDrop1
3429,quiescent_stellate,inDrop1
3430,beta,inDrop1
3431,beta,inDrop1
3432,epsilon,inDrop1
3433,quiescent_stellate,inDrop1
3434,beta,inDrop1
3435,mast,inDrop1
3436,ductal,inDrop1
3437,alpha,inDrop1
3438,acinar,inDrop1
3439,acinar,inDrop1
3440,endothelial,inDrop1
3441,ductal,inDrop1
3442,endothelial,inDrop1
3443,alpha,inDrop1
3444,delta,inDrop1
3445,beta,inDrop1
3446,beta,inDrop1
3447,beta,inDrop1
3448,ductal,inDrop1
3449,quiescent_stellate,inDrop1
3450,beta,inDrop1
3451,macrophage,inDrop1
3452,delta,inDrop1
3453,endothelial,inDrop1
3454,alpha,inDrop1
3455,beta,inDrop1
3456,endothelial,inDrop1
3457,beta,inDrop1
3458,beta,inDrop1
3459,endothelial,inDrop1
3460,delta,inDrop1
3461,acinar,inDrop1
3462,acinar,inDrop1
3463,endothelial,inDrop1
3464,beta,inDrop1
3465,endothelial,inDrop1
3466,acinar,inDrop1
3467,beta,inDrop1
3468,delta,inDrop1
3469,quiescent_stellate,inDrop1
3470,quiescent_stellate,inDrop1
3471,beta,inDrop1
3472,beta,inDrop1
3473,quiescent_stellate,inDrop1
3474,alpha,inDrop1
3475,quiescent_stellate,inDrop1
3476,quiescent_stellate,inDrop1
3477,beta,inDrop1
3478,quiescent_stellate,inDrop1
3479,schwann,inDrop1
3480,beta,inDrop1
3481,beta,inDrop1
3482,beta,inDrop1
3483,beta,inDrop1
3484,beta,inDrop1
3485,beta,inDrop1
3486,beta,inDrop1
3487,endothelial,inDrop1
3488,ductal,inDrop1
3489,beta,inDrop1
3490,beta,inDrop1
3491,beta,inDrop1
3492,beta,inDrop1
3493,alpha,inDrop1
3494,quiescent_stellate,inDrop1
3495,quiescent_stellate,inDrop1
3496,beta,inDrop1
3497,beta,inDrop1
3498,alpha,inDrop1
3499,ductal,inDrop1
3500,quiescent_stellate,inDrop1
3501,beta,inDrop1
