reference_index,celltype,tech,x,y
1584,endothelial,fluidigmc1,4.951018,-7.039631
1585,endothelial,fluidigmc1,5.201213,-6.9722433
1586,endothelial,fluidigmc1,4.9130397,-6.7509656
1587,endothelial,fluidigmc1,4.631385,-6.8041077
1588,endothelial,fluidigmc1,5.160901,-7.029542
1589,endothelial,fluidigmc1,5.234983,-7.0363927
1590,endothelial,fluidigmc1,4.871513,-7.296446
1591,activated_stellate,celseq,4.666654,-3.2124197
1592,activated_stellate,celseq,4.829606,-3.0310917
1593,activated_stellate,celseq,4.6843767,-3.4495177
1594,activated_stellate,celseq,4.8019266,-3.2779317
1595,activated_stellate,celseq,4.7195053,-3.3581517
1596,activated_stellate,celseq,4.7891498,-3.2695749
1597,activated_stellate,celseq,5.037814,-2.7964845
1598,activated_stellate,celseq,4.744699,-3.9177935
1599,activated_stellate,celseq,4.7231393,-3.834632
1600,activated_stellate,celseq,4.831802,-3.0075192
1601,activated_stellate,celseq,4.6900578,-3.576566
1602,activated_stellate,celseq,4.813607,-3.2261024
1603,activated_stellate,celseq,4.984573,-2.7685108
1604,activated_stellate,celseq,4.8019686,-2.657143
1605,activated_stellate,celseq,4.6777616,-3.6186335
1606,activated_stellate,celseq,4.6259103,-3.058101
1607,activated_stellate,celseq,4.792465,-3.014848
1608,activated_stellate,celseq,4.89076,-3.0540292
1609,activated_stellate,celseq,4.9000897,-3.0647433
1610,activated_stellate,fluidigmc1,4.796269,-3.69235
1611,activated_stellate,fluidigmc1,4.888018,-2.4960744
1612,activated_stellate,fluidigmc1,4.7583604,-2.8992121
1613,activated_stellate,fluidigmc1,4.77921,-2.9507587
1614,activated_stellate,fluidigmc1,4.74272,-3.1980438
1615,activated_stellate,fluidigmc1,4.939658,-2.740146
1616,activated_stellate,fluidigmc1,4.961171,-2.8665707
1617,activated_stellate,fluidigmc1,4.8391557,-2.8889482
1618,activated_stellate,fluidigmc1,4.9706216,-2.6805773
1619,activated_stellate,fluidigmc1,4.99783,-2.6334445
1620,activated_stellate,fluidigmc1,4.9320006,-2.7307227
1621,activated_stellate,fluidigmc1,4.919982,-2.6884646
1622,activated_stellate,fluidigmc1,4.9591255,-2.6925883
1623,activated_stellate,fluidigmc1,5.782899,-2.260093
1624,activated_stellate,fluidigmc1,4.967826,-2.769775
1625,activated_stellate,fluidigmc1,4.894186,-2.6986573
1626,schwann,celseq,6.285543,0.17502108
1627,schwann,fluidigmc1,6.2849274,0.17343988
1628,schwann,fluidigmc1,6.2858424,0.17156588
1629,schwann,fluidigmc1,6.2836866,0.17242798
1630,schwann,fluidigmc1,6.2842464,0.17282745
1631,schwann,fluidigmc1,6.285679,0.17564058
1632,mast,celseq,8.573048,6.700174
1633,mast,fluidigmc1,3.6367364,3.0415196
1634,mast,fluidigmc1,3.5778453,3.0485392
1635,mast,fluidigmc1,3.5153537,3.1317132
1636,macrophage,celseq,9.901013,-0.003764304
1637,macrophage,fluidigmc1,4.3645225,1.8430084
1638,epsilon,celseq,-1.8263103,0.82276297
1639,epsilon,fluidigmc1,-1.8262285,0.8220165
1640,quiescent_stellate,celseq,6.2875075,-2.0724676
1641,quiescent_stellate,fluidigmc1,6.477643,-2.089985
1642,acinar,inDrop1,11.676453,-3.1764014
1643,acinar,inDrop1,11.548024,-2.8446445
1644,acinar,inDrop1,10.987021,-3.5406415
1645,acinar,inDrop1,11.062463,-2.9383817
1646,acinar,inDrop1,11.979412,-2.5637329
1647,acinar,inDrop1,10.999305,-3.987469
1648,beta,inDrop1,-3.3714201,-6.7200975
1649,acinar,inDrop1,10.972803,-3.1245933
1650,acinar,inDrop1,11.905919,-2.579224
1651,acinar,inDrop1,12.133486,-2.7983499
1652,acinar,inDrop1,12.1858225,-2.8103163
1653,acinar,inDrop1,10.817962,-3.481157
1654,delta,inDrop1,0.17880724,0.3779861
1655,delta,inDrop1,1.5147337,0.63112754
1656,beta,inDrop1,-3.5015767,-4.801473
1657,activated_stellate,inDrop1,4.620575,-3.3023055
1658,beta,inDrop1,-3.4578552,-7.2963057
1659,acinar,inDrop1,12.843134,-3.4452882
1660,ductal,inDrop1,7.2529697,3.7114012
1661,beta,inDrop1,-2.4287624,-9.620907
1662,beta,inDrop1,-2.6553965,-8.95147
1663,alpha,inDrop1,-5.464344,7.389912
1664,ductal,inDrop1,8.19138,4.7669883
1665,beta,inDrop1,-3.7760937,-8.732583
1666,delta,inDrop1,0.2988143,-0.014582737
1667,alpha,inDrop1,-5.585137,7.3246827
1668,beta,inDrop1,-2.2911046,-9.319256
1669,acinar,inDrop1,12.946457,-2.9663253
1670,acinar,inDrop1,10.793025,-3.3887775
1671,beta,inDrop1,-2.4973352,-9.113823
1672,delta,inDrop1,0.08332938,0.5974601
1673,delta,inDrop1,1.1687541,-0.42007482
1674,delta,inDrop1,1.0043545,-0.5048632
1675,delta,inDrop1,1.1855305,-0.66536206
1676,beta,inDrop1,-2.1584444,-9.312435
1677,acinar,inDrop1,12.070716,-2.636447
1678,beta,inDrop1,-2.6506479,-7.7381682
1679,beta,inDrop1,-3.5240314,-6.6172023
1680,beta,inDrop1,-2.5530276,-5.5933948
1681,delta,inDrop1,0.14116351,0.2894098
1682,activated_stellate,inDrop1,4.8049946,-2.861072
1683,beta,inDrop1,-3.269446,-9.242123
1684,delta,inDrop1,0.98526835,-0.17431702
1685,activated_stellate,inDrop1,5.070785,-3.512988
1686,activated_stellate,inDrop1,4.661316,-3.61102
1687,activated_stellate,inDrop1,4.9466805,-2.9130793
1688,acinar,inDrop1,11.819358,-3.0754893
1689,activated_stellate,inDrop1,4.7727427,-2.7208416
1690,delta,inDrop1,0.56117046,0.36428598
1691,beta,inDrop1,-4.1609364,-8.408337
1692,delta,inDrop1,1.4103291,-0.48217455
1693,beta,inDrop1,-2.7004406,-8.205551
1694,acinar,inDrop1,12.001253,-2.9751575
1695,beta,inDrop1,-2.243413,-9.655575
1696,beta,inDrop1,-2.777612,-6.45686
1697,activated_stellate,inDrop1,5.006335,-3.2459524
1698,beta,inDrop1,-2.2782412,-9.149053
1699,beta,inDrop1,-2.3616245,-8.138223
1700,beta,inDrop1,-2.2082417,-6.7675257
1701,beta,inDrop1,-3.2688315,-4.101525
1702,ductal,inDrop1,9.356763,4.8873725
1703,alpha,inDrop1,-5.6316495,7.43331
1704,beta,inDrop1,-3.3029416,-4.1089377
1705,ductal,inDrop1,8.595301,4.409438
1706,ductal,inDrop1,8.930865,3.608683
1707,acinar,inDrop1,11.400577,-3.1745722
1708,alpha,inDrop1,-5.7418284,7.052453
1709,beta,inDrop1,-2.2628849,-6.824414
1710,delta,inDrop1,1.1434033,-0.0037897937
1711,alpha,inDrop1,-5.6487126,7.0864315
1712,beta,inDrop1,-2.6020591,-4.374604
1713,beta,inDrop1,-3.3515763,-4.1703973
1714,beta,inDrop1,-2.2080677,-5.8622913
1715,delta,inDrop1,0.09491312,0.53603905
1716,beta,inDrop1,-1.7410963,-8.018305
1717,beta,inDrop1,-2.5025258,-8.877798
1718,delta,inDrop1,0.39256492,0.07525069
1719,beta,inDrop1,-3.5932126,-6.967324
1720,beta,inDrop1,-3.0843048,-9.644497
1721,beta,inDrop1,-2.2813027,-9.018106
1722,beta,inDrop1,-3.4821336,-9.973351
1723,beta,inDrop1,-2.6007335,-6.7143383
1724,beta,inDrop1,-3.6830244,-9.735853
1725,acinar,inDrop1,11.825607,-3.0318346
1726,activated_stellate,inDrop1,4.8846526,-3.2097404
1727,delta,inDrop1,0.33687538,0.10375601
1728,delta,inDrop1,1.4261717,-0.11197513
1729,beta,inDrop1,-2.4466856,-9.563533
1730,beta,inDrop1,-2.7303774,-4.275598
1731,beta,inDrop1,-2.4386957,-8.174782
1732,beta,inDrop1,-4.1992655,-8.195794
1733,beta,inDrop1,-2.788713,-8.267324
1734,beta,inDrop1,-2.3898022,-9.162255
1735,beta,inDrop1,-1.7289236,-7.2973037
1736,beta,inDrop1,-2.5977225,-7.749881
1737,beta,inDrop1,-3.3757665,-4.075588
1738,beta,inDrop1,-2.3471606,-6.7951527
1739,delta,inDrop1,0.73999906,0.7828916
1740,delta,inDrop1,0.036365923,0.5615641
1741,beta,inDrop1,-2.4012313,-9.012289
1742,delta,inDrop1,1.1312816,-0.43976706
1743,alpha,inDrop1,-3.2721078,5.1526303
1744,alpha,inDrop1,-5.403916,7.5022945
1745,delta,inDrop1,1.2798729,-0.63593453
1746,beta,inDrop1,-3.2335842,-9.805876
1747,beta,inDrop1,-2.4923387,-9.29632
1748,beta,inDrop1,-2.4111443,-4.712275
1749,beta,inDrop1,-3.5661645,-6.9756594
1750,acinar,inDrop1,11.493366,-2.5218916
1751,delta,inDrop1,0.17970198,0.056432534
1752,beta,inDrop1,-3.0430977,-9.305939
1753,beta,inDrop1,-2.2278333,-8.5872555
1754,delta,inDrop1,0.6847759,0.11165619
1755,beta,inDrop1,-2.4805176,-8.930774
1756,beta,inDrop1,-3.1290019,-9.865902
1757,beta,inDrop1,-2.7838576,-9.3074255
1758,delta,inDrop1,0.6179154,0.23571065
1759,beta,inDrop1,-2.4123025,-9.12404
1760,delta,inDrop1,0.4748828,-0.23502216
1761,beta,inDrop1,-2.1948624,-9.155404
1762,beta,inDrop1,-2.4476614,-8.582023
1763,beta,inDrop1,-3.0867822,-6.4951954
1764,epsilon,inDrop1,1.4714099,-0.55020106
1765,beta,inDrop1,-3.080432,-9.614884
1766,beta,inDrop1,-2.641874,-8.052939
1767,beta,inDrop1,-3.0121894,-7.7133393
1768,delta,inDrop1,0.13704024,0.5034936
1769,beta,inDrop1,-2.1580784,-8.912457
1770,delta,inDrop1,1.1886208,-0.030753411
1771,beta,inDrop1,-2.7395616,-9.537911
1772,alpha,inDrop1,-4.5600643,8.977886
1773,alpha,inDrop1,-3.5953364,5.6453876
1774,beta,inDrop1,-3.0858467,-9.929402
1775,acinar,inDrop1,11.222328,-3.235707
1776,alpha,inDrop1,-3.3020976,5.320208
1777,beta,inDrop1,-3.5521882,-6.988692
1778,beta,inDrop1,-2.5790064,-8.914193
1779,alpha,inDrop1,-3.004138,6.9048734
1780,beta,inDrop1,-2.8259668,-9.380465
1781,delta,inDrop1,1.3814155,-0.050397724
1782,beta,inDrop1,-3.3341262,-4.1116915
1783,beta,inDrop1,-3.6484628,-8.1579275
1784,beta,inDrop1,-2.2961874,-9.523762
1785,beta,inDrop1,-3.3189926,-6.661567
1786,beta,inDrop1,-2.8381531,-9.465315
1787,delta,inDrop1,1.0092639,-0.23508018
1788,beta,inDrop1,-3.3741183,-4.216297
1789,ductal,inDrop1,7.074863,4.3417897
1790,ductal,inDrop1,8.155594,4.4007497
1791,beta,inDrop1,-2.7122967,-6.2214317
1792,beta,inDrop1,-2.6357481,-5.6674523
1793,beta,inDrop1,-2.0488412,-8.566791
1794,beta,inDrop1,-2.8337443,-9.5354395
1795,delta,inDrop1,1.3014417,0.11764693
1796,beta,inDrop1,-1.9003941,-8.249535
1797,activated_stellate,inDrop1,4.8726687,-3.0889297
1798,beta,inDrop1,-3.5939567,-9.466753
1799,beta,inDrop1,-3.2546234,-7.0159698
1800,alpha,inDrop1,-6.093434,7.1341553
1801,beta,inDrop1,-3.2768488,-6.5018353
1802,alpha,inDrop1,-5.185747,7.541864
1803,beta,inDrop1,-3.244444,-9.880792
1804,gamma,inDrop1,-5.8468003,0.19551164
1805,beta,inDrop1,-2.7110813,-8.44715
1806,beta,inDrop1,-2.3717494,-9.518544
1807,beta,inDrop1,-2.4857519,-5.5257545
1808,beta,inDrop1,-2.9267013,-4.1896634
1809,beta,inDrop1,-3.0194077,-9.12081
1810,beta,inDrop1,-3.1881013,-7.7185764
1811,beta,inDrop1,-3.0160275,-5.963732
1812,acinar,inDrop1,11.215674,-3.502484
1813,beta,inDrop1,-3.3543072,-4.065467
1814,acinar,inDrop1,11.674124,-3.1124957
1815,beta,inDrop1,-3.174273,-7.548631
1816,beta,inDrop1,-2.0797913,-9.476355
1817,beta,inDrop1,-2.4415686,-9.188761
1818,acinar,inDrop1,10.867856,-3.522418
1819,delta,inDrop1,0.30174237,-0.16878256
1820,beta,inDrop1,-2.7409635,-9.804312
1821,delta,inDrop1,0.12534007,0.62462884
1822,beta,inDrop1,-2.8111115,-8.216331
1823,acinar,inDrop1,11.879476,-3.1173098
1824,alpha,inDrop1,-6.1167064,7.2196155
1825,beta,inDrop1,-3.066526,-9.806183
1826,alpha,inDrop1,-3.2630212,5.172415
1827,beta,inDrop1,-2.8295462,-9.254506
1828,alpha,inDrop1,-4.207803,6.0219874
1829,endothelial,inDrop1,4.66168,-7.2141194
1830,beta,inDrop1,-3.6076171,-5.247314
1831,beta,inDrop1,-2.6370108,-9.65384
1832,alpha,inDrop1,-5.94452,8.212954
1833,delta,inDrop1,1.1737978,0.84240556
1834,beta,inDrop1,-3.1515334,-9.498218
1835,beta,inDrop1,-2.4823482,-8.926183
1836,delta,inDrop1,1.1031692,-0.6643084
1837,beta,inDrop1,-2.8961146,-9.087215
1838,gamma,inDrop1,-5.8151684,-0.31950575
1839,alpha,inDrop1,-5.3747764,7.5041323
1840,beta,inDrop1,-3.0547087,-9.309466
1841,beta,inDrop1,-3.1231673,-9.489537
1842,delta,inDrop1,0.848285,0.2923798
1843,alpha,inDrop1,-5.5499315,7.840311
1844,ductal,inDrop1,8.772916,6.717037
1845,beta,inDrop1,-3.427668,-9.849768
1846,alpha,inDrop1,-3.035248,5.1030273
1847,beta,inDrop1,-3.1726775,-8.813304
1848,ductal,inDrop1,9.543298,6.04203
1849,alpha,inDrop1,-5.9511714,7.124916
1850,ductal,inDrop1,9.489214,5.6712837
1851,beta,inDrop1,-2.8857098,-8.804143
1852,beta,inDrop1,-3.5233934,-10.016172
1853,alpha,inDrop1,-4.3640356,7.2581306
1854,beta,inDrop1,-2.7994637,-8.907653
1855,beta,inDrop1,-2.6498194,-7.208153
1856,quiescent_stellate,inDrop1,6.284021,-2.341861
1857,ductal,inDrop1,9.569749,5.872322
1858,ductal,inDrop1,8.716495,3.512943
1859,endothelial,inDrop1,6.3536234,-2.1328259
1860,activated_stellate,inDrop1,4.825811,-3.0297792
1861,beta,inDrop1,-2.9292557,-9.648722
1862,delta,inDrop1,1.4531672,0.41980025
1863,gamma,inDrop1,-5.4330263,0.34538186
1864,beta,inDrop1,-3.447553,-9.920942
1865,beta,inDrop1,-2.9025607,-6.273991
1866,beta,inDrop1,-3.7912667,-8.162562
1867,alpha,inDrop1,-4.60612,7.1892653
1868,beta,inDrop1,-2.9976385,-9.063844
1869,beta,inDrop1,-2.8868046,-7.936215
1870,delta,inDrop1,0.8760556,0.3369269
1871,ductal,inDrop1,8.144914,4.2606263
1872,beta,inDrop1,-3.014704,-7.1806393
1873,delta,inDrop1,0.032861147,0.41435578
1874,delta,inDrop1,1.3707198,-0.52236074
1875,beta,inDrop1,-3.1238487,-7.146888
1876,delta,inDrop1,1.0904078,-0.44648296
1877,beta,inDrop1,-2.9943302,-5.9399905
1878,activated_stellate,inDrop1,4.966572,-2.9038646
1879,beta,inDrop1,-3.0264692,-6.6208305
1880,beta,inDrop1,-4.3428793,-7.884707
1881,delta,inDrop1,0.4730383,0.23913805
1882,beta,inDrop1,-3.2739625,-8.498461
1883,quiescent_stellate,inDrop1,6.4634457,-2.205088
1884,beta,inDrop1,-3.5869763,-8.014661
1885,acinar,inDrop1,12.00497,-3.319487
1886,alpha,inDrop1,-4.9613867,7.6048875
1887,delta,inDrop1,0.38844058,0.14757183
1888,beta,inDrop1,-3.2810345,-9.248895
1889,alpha,inDrop1,-5.929324,7.679657
1890,beta,inDrop1,-3.0850074,-9.615554
1891,endothelial,inDrop1,4.5981045,-6.738105
1892,delta,inDrop1,0.05593835,0.3915785
1893,delta,inDrop1,1.3107136,-0.12184448
1894,beta,inDrop1,-1.6937819,-6.4985766
1895,beta,inDrop1,-3.8555577,-8.882677
1896,delta,inDrop1,1.2426223,-0.62757576
1897,gamma,inDrop1,-6.043179,0.0335958
1898,alpha,inDrop1,-3.0553002,5.1926575
1899,beta,inDrop1,-3.04612,-8.553954
1900,beta,inDrop1,-3.140991,-8.159941
1901,beta,inDrop1,-3.1965642,-7.252003
1902,ductal,inDrop1,7.3471007,3.7408292
1903,delta,inDrop1,0.039157473,0.3519167
1904,alpha,inDrop1,-5.531854,7.58424
1905,beta,inDrop1,-2.1338644,-9.392406
1906,gamma,inDrop1,-5.6906314,0.34683475
1907,beta,inDrop1,-1.9879316,-8.820568
1908,beta,inDrop1,-2.6290884,-8.530444
1909,beta,inDrop1,-3.1893177,-9.3059845
1910,quiescent_stellate,inDrop1,6.474579,-2.127805
1911,alpha,inDrop1,-2.6539838,5.125169
1912,delta,inDrop1,1.1787884,-0.3649226
1913,alpha,inDrop1,-4.41581,7.9860196
1914,endothelial,inDrop1,4.472198,-6.5876737
1915,alpha,inDrop1,-2.963198,5.044098
1916,delta,inDrop1,0.7892665,-0.4565356
1917,beta,inDrop1,-2.7820685,-8.933598
1918,gamma,inDrop1,-6.145992,-0.1440613
1919,ductal,inDrop1,9.501567,4.9105477
1920,alpha,inDrop1,-5.604303,7.366111
1921,alpha,inDrop1,-3.2760394,5.2663727
1922,delta,inDrop1,1.2026798,0.754571
1923,beta,inDrop1,-3.955006,-6.7706285
1924,beta,inDrop1,-3.7646313,-7.1477547
1925,ductal,inDrop1,9.027569,4.8516746
1926,alpha,inDrop1,-4.1761675,9.2016325
1927,beta,inDrop1,-2.018465,-6.4451413
1928,delta,inDrop1,0.7407149,0.03909851
1929,macrophage,inDrop1,4.363521,1.8478243
1930,endothelial,inDrop1,4.615502,-6.3236055
1931,beta,inDrop1,-3.0503633,-8.5771885
1932,beta,inDrop1,-3.60471,-9.90667
1933,beta,inDrop1,-2.4696012,-6.1275587
1934,beta,inDrop1,-3.353753,-4.115138
1935,beta,inDrop1,-3.2037926,-7.9487004
1936,beta,inDrop1,-2.3562906,-9.200024
1937,beta,inDrop1,-3.2118664,-7.9865947
1938,beta,inDrop1,-2.6448827,-6.341754
1939,beta,inDrop1,-3.2203438,-8.904685
1940,beta,inDrop1,-2.8166108,-7.635311
1941,beta,inDrop1,-3.3402426,-6.8997583
1942,gamma,inDrop1,-5.732812,0.23179798
1943,endothelial,inDrop1,5.2190056,-6.3787727
1944,beta,inDrop1,-2.3937235,-9.254782
1945,beta,inDrop1,-2.2263005,-9.26953
1946,beta,inDrop1,-2.429858,-4.9633136
1947,delta,inDrop1,0.110886775,0.377639
1948,beta,inDrop1,-3.2562106,-8.787127
1949,gamma,inDrop1,-6.0273366,-0.22989492
1950,epsilon,inDrop1,-1.8255557,0.8235254
1951,delta,inDrop1,1.2378752,-0.5540615
1952,beta,inDrop1,-2.9980288,-7.17194
1953,beta,inDrop1,-3.0776124,-8.717649
1954,gamma,inDrop1,-5.704339,0.33053124
1955,beta,inDrop1,-2.2466502,-6.848079
1956,beta,inDrop1,-1.8252959,0.8231586
1957,beta,inDrop1,-3.1867323,-7.468686
1958,beta,inDrop1,-2.4170992,-9.533791
1959,beta,inDrop1,-2.768496,-6.4366713
1960,endothelial,inDrop1,4.885345,-7.3541737
1961,beta,inDrop1,-2.382864,-9.342449
1962,delta,inDrop1,1.7106129,0.23972611
1963,alpha,inDrop1,-2.9791272,8.47281
1964,epsilon,inDrop1,-1.8270475,0.8268794
1965,alpha,inDrop1,-5.671002,7.774091
1966,quiescent_stellate,inDrop1,6.4514794,-2.0145636
1967,alpha,inDrop1,-3.5673218,6.4490137
1968,alpha,inDrop1,-5.754074,7.0900846
1969,beta,inDrop1,-2.5803444,-9.68229
1970,beta,inDrop1,-2.7209802,-9.254128
1971,ductal,inDrop1,8.481913,3.6531153
1972,beta,inDrop1,-2.519575,-4.5038896
1973,alpha,inDrop1,-2.598066,5.0683813
1974,beta,inDrop1,-3.2252607,-7.645552
1975,alpha,inDrop1,-2.9778802,5.095465
1976,beta,inDrop1,-3.5494697,-4.7976007
1977,beta,inDrop1,-2.4993274,-4.5601587
1978,delta,inDrop1,1.3702271,0.7374388
1979,delta,inDrop1,1.4255937,0.094581775
1980,beta,inDrop1,-2.865342,-8.961472
1981,beta,inDrop1,-3.119786,-4.407148
1982,beta,inDrop1,-4.606249,-10.049985
1983,ductal,inDrop1,9.479489,3.4943507
1984,acinar,inDrop1,11.326967,-3.2120183
1985,beta,inDrop1,-3.5508676,-7.9895654
1986,alpha,inDrop1,-5.5630684,6.946248
1987,beta,inDrop1,-3.542805,-9.90472
1988,beta,inDrop1,-4.0558963,-8.731442
1989,alpha,inDrop1,-3.4351213,5.3381343
1990,beta,inDrop1,-2.0123794,-7.4048457
1991,quiescent_stellate,inDrop1,6.4235706,-2.1466289
1992,beta,inDrop1,-2.2007427,-9.238234
1993,gamma,inDrop1,-5.7117577,0.22976612
1994,beta,inDrop1,-4.37716,-10.003048
1995,gamma,inDrop1,-6.0310407,0.047227263
1996,endothelial,inDrop1,4.8040843,-7.176856
1997,beta,inDrop1,-3.4123132,-6.4213223
1998,alpha,inDrop1,-5.817623,7.39713
1999,schwann,inDrop1,6.284541,0.17290895
2000,beta,inDrop1,-3.3261857,-9.507008
2001,quiescent_stellate,inDrop1,6.505489,-1.9650009
2002,endothelial,inDrop1,4.6117325,-6.786071
2003,gamma,inDrop1,-5.6296678,0.02976871
2004,beta,inDrop1,-3.3444407,-9.9109745
2005,beta,inDrop1,-2.084387,-9.312397
2006,alpha,inDrop1,-5.004888,7.8819575
2007,alpha,inDrop1,-5.2704053,8.189198
2008,gamma,inDrop1,-5.5051913,-0.0034865085
2009,beta,inDrop1,-3.5521464,-8.556155
2010,beta,inDrop1,-3.2261744,-4.231191
2011,delta,inDrop1,1.1758934,0.7176538
2012,acinar,inDrop1,11.195732,-3.219007
2013,acinar,inDrop1,11.068427,-3.3662477
2014,gamma,inDrop1,-5.593981,0.3560104
2015,ductal,inDrop1,8.435085,5.755064
2016,ductal,inDrop1,7.009456,3.9505208
2017,endothelial,inDrop1,4.3936644,-7.1687074
2018,delta,inDrop1,0.9757711,-0.025473418
2019,beta,inDrop1,-2.3006518,-6.4542317
2020,beta,inDrop1,-4.598093,-9.924325
2021,endothelial,inDrop1,4.9011583,-7.372284
2022,alpha,inDrop1,-4.8593264,7.3058825
2023,acinar,inDrop1,11.257097,-3.2130737
2024,endothelial,inDrop1,4.7528973,-7.1569552
2025,endothelial,inDrop1,4.4474134,-6.6233616
2026,alpha,inDrop1,-4.077604,6.484407
2027,beta,inDrop1,-2.6532338,-4.359059
2028,beta,inDrop1,-2.6441977,-6.38497
2029,gamma,inDrop1,-6.1627297,-0.05283034
2030,beta,inDrop1,-2.6628604,-8.923322
2031,alpha,inDrop1,-3.508149,8.497872
2032,beta,inDrop1,-3.1827083,-5.925473
2033,beta,inDrop1,-2.42275,-6.951999
2034,beta,inDrop1,-2.907552,-8.468271
2035,beta,inDrop1,-2.552613,-4.4392424
2036,beta,inDrop1,-1.8617461,-7.832101
2037,delta,inDrop1,0.90629286,0.79072917
2038,beta,inDrop1,-2.4386315,-4.9300575
2039,quiescent_stellate,inDrop1,6.391542,-2.020289
2040,activated_stellate,inDrop1,5.0215683,-3.3546019
2041,beta,inDrop1,-3.8297803,-8.243728
2042,alpha,inDrop1,-2.9723778,5.525921
2043,beta,inDrop1,-3.243002,-4.2344112
2044,gamma,inDrop1,-5.491584,0.30502754
2045,quiescent_stellate,inDrop1,6.315838,-2.1079807
2046,beta,inDrop1,-2.0188854,-9.491059
2047,alpha,inDrop1,-5.5740123,7.4259777
2048,quiescent_stellate,inDrop1,6.3819485,-2.1945784
2049,endothelial,inDrop1,4.946789,-7.3467317
2050,beta,inDrop1,-2.7033558,-9.144149
2051,ductal,inDrop1,9.075018,4.7514586
2052,endothelial,inDrop1,4.7126064,-6.692019
2053,ductal,inDrop1,9.511627,3.5027204
2054,acinar,inDrop1,12.175668,-2.8415627
2055,alpha,inDrop1,-3.0726702,7.740661
2056,delta,inDrop1,0.89318097,-0.24384093
2057,beta,inDrop1,0.83317024,0.05435693
2058,macrophage,inDrop1,4.1919084,1.9870839
2059,ductal,inDrop1,5.5280175,6.442046
2060,endothelial,inDrop1,4.869337,-7.3752313
2061,endothelial,inDrop1,4.7828403,-7.237104
2062,gamma,inDrop1,-5.324902,-0.23010422
2063,endothelial,inDrop1,4.9857316,-7.36444
2064,endothelial,inDrop1,4.717592,-7.192304
2065,beta,inDrop1,-2.1522496,-6.6085143
2066,beta,inDrop1,-2.9785385,-6.464241
2067,gamma,inDrop1,-5.7701945,0.24402739
2068,beta,inDrop1,-5.2286897,7.35749
2069,mast,inDrop1,3.5686543,3.1149702
2070,beta,inDrop1,-2.5307648,-4.5348415
2071,endothelial,inDrop1,4.440845,-6.620216
2072,gamma,inDrop1,-6.095138,0.002406797
2073,quiescent_stellate,inDrop1,6.416522,-2.138342
2074,alpha,inDrop1,-5.3704133,6.9007015
2075,beta,inDrop1,-1.8555223,-8.105521
2076,alpha,inDrop1,-5.5575213,7.644047
2077,acinar,inDrop1,11.426234,-3.0822868
2078,ductal,inDrop1,9.24826,3.6471496
2079,beta,inDrop1,-1.9247961,-7.764924
2080,beta,inDrop1,-2.38698,-4.748899
2081,ductal,inDrop1,9.461571,3.4791963
2082,beta,inDrop1,-3.3730261,-10.006213
2083,beta,inDrop1,-1.8337858,-7.477483
2084,ductal,inDrop1,9.175452,5.786518
2085,acinar,inDrop1,12.205053,-2.7646027
2086,endothelial,inDrop1,4.8242555,-6.6262846
2087,beta,inDrop1,-1.7383609,-7.7219853
2088,beta,inDrop1,0.81099325,0.8808774
2089,beta,inDrop1,-3.0717132,-7.5150447
2090,ductal,inDrop1,8.615242,5.883902
2091,activated_stellate,inDrop1,4.990201,-3.3417227
2092,beta,inDrop1,-1.9732679,-8.079647
2093,quiescent_stellate,inDrop1,6.378382,-2.1576037
2094,acinar,inDrop1,12.004126,-2.9516573
2095,gamma,inDrop1,-5.530404,-0.21532355
2096,quiescent_stellate,inDrop1,6.370883,-2.1715307
2097,endothelial,inDrop1,4.887507,-7.236305
2098,endothelial,inDrop1,4.456821,-6.598489
2099,alpha,inDrop1,-4.5366764,9.037567
2100,quiescent_stellate,inDrop1,6.4417553,-2.0304017
2101,beta,inDrop1,-2.5331056,-5.9619174
2102,acinar,inDrop1,11.946822,-2.5907624
2103,beta,inDrop1,-3.5831695,-7.1400127
2104,endothelial,inDrop1,4.5364766,-6.679645
2105,endothelial,inDrop1,4.725042,-7.1539984
2106,beta,inDrop1,-2.7880106,-8.199506
2107,acinar,inDrop1,11.801752,-3.233093
2108,delta,inDrop1,1.1320132,-0.21420465
2109,beta,inDrop1,-2.334698,-8.849894
2110,beta,inDrop1,-2.3211737,-9.337389
2111,beta,inDrop1,-2.2116013,-7.110117
2112,beta,inDrop1,-2.195551,-9.41732
2113,beta,inDrop1,-2.3460302,-4.746857
2114,beta,inDrop1,-3.0940294,-9.686205
2115,beta,inDrop1,-4.61425,-8.143465
2116,beta,inDrop1,-1.718042,-8.278176
2117,gamma,inDrop1,-5.766382,0.22557059
2118,ductal,inDrop1,9.384397,4.9930444
2119,beta,inDrop1,-2.677971,-8.841104
2120,gamma,inDrop1,-5.6221213,0.35279402
2121,beta,inDrop1,-1.8891244,-7.767732
2122,delta,inDrop1,0.7073924,0.29522172
2123,beta,inDrop1,-2.722173,-7.1784754
2124,beta,inDrop1,-1.960478,-8.7872925
2125,gamma,inDrop1,-6.010645,0.050811794
2126,quiescent_stellate,inDrop1,6.456379,-2.0318048
2127,delta,inDrop1,0.78011817,0.8593039
2128,beta,inDrop1,-2.029126,-9.4377985
2129,delta,inDrop1,0.926771,0.7496776
2130,quiescent_stellate,inDrop1,6.38125,-2.1921513
2131,delta,inDrop1,0.67505074,0.67245096
2132,beta,inDrop1,-3.0118964,-8.592529
