index,celltype,tech
1215,alpha,celseq2
1216,alpha,celseq2
1217,alpha,celseq2
1218,alpha,celseq2
1219,alpha,celseq2
1220,alpha,celseq2
1221,alpha,celseq2
1222,alpha,celseq2
1223,alpha,celseq2
1224,alpha,celseq2
1225,alpha,celseq2
1226,alpha,celseq2
1227,alpha,celseq2
1228,alpha,celseq2
1229,alpha,celseq2
1230,alpha,celseq2
1231,alpha,celseq2
1232,alpha,celseq2
1233,alpha,celseq2
1234,alpha,celseq2
1235,alpha,celseq2
1236,alpha,celseq2
1237,alpha,celseq2
1238,alpha,celseq2
1239,alpha,celseq2
1240,alpha,celseq2
1241,alpha,celseq2
1242,alpha,celseq2
1243,alpha,celseq2
1244,alpha,celseq2
1245,alpha,celseq2
1246,alpha,celseq2
1247,alpha,celseq2
1248,alpha,celseq2
1249,alpha,celseq2
1250,alpha,celseq2
1251,alpha,celseq2
1252,alpha,celseq2
1253,alpha,celseq2
1254,alpha,celseq2
1255,alpha,celseq2
1256,alpha,celseq2
1257,alpha,celseq2
1258,alpha,celseq2
1259,alpha,celseq2
1260,alpha,celseq2
1261,alpha,celseq2
1262,alpha,celseq2
1263,alpha,celseq2
1264,alpha,celseq2
1265,alpha,celseq2
1266,alpha,celseq2
1267,alpha,celseq2
1268,alpha,celseq2
1269,alpha,celseq2
1270,alpha,celseq2
1271,alpha,celseq2
1272,alpha,celseq2
1273,alpha,celseq2
1274,alpha,celseq2
1275,alpha,celseq2
1276,alpha,celseq2
1277,alpha,celseq2
1278,alpha,celseq2
1279,alpha,celseq2
1280,alpha,celseq2
1281,alpha,celseq2
1282,alpha,celseq2
1283,alpha,celseq2
1284,alpha,celseq2
1285,alpha,celseq2
1286,alpha,celseq2
1287,alpha,celseq2
1288,alpha,celseq2
1289,alpha,celseq2
1290,alpha,celseq2
1291,alpha,celseq2
1292,alpha,celseq2
1293,alpha,celseq2
1294,alpha,celseq2
1295,alpha,celseq2
1296,alpha,celseq2
1297,alpha,celseq2
1298,alpha,celseq2
1299,alpha,celseq2
1300,alpha,celseq2
1301,alpha,celseq2
1302,alpha,celseq2
1303,alpha,celseq2
1304,alpha,celseq2
1305,alpha,celseq2
1306,alpha,celseq2
1307,alpha,celseq2
1308,alpha,celseq2
1309,alpha,celseq2
1310,alpha,celseq2
1311,alpha,celseq2
1312,alpha,celseq2
1313,alpha,celseq2
1314,alpha,celseq2
1315,alpha,celseq2
1316,alpha,celseq2
1317,alpha,celseq2
1318,alpha,celseq2
1319,alpha,celseq2
1320,alpha,celseq2
1321,alpha,celseq2
1322,alpha,celseq2
1323,alpha,celseq2
1324,alpha,celseq2
1325,alpha,celseq2
1326,alpha,celseq2
1327,alpha,celseq2
1328,alpha,celseq2
1329,alpha,celseq2
1330,alpha,celseq2
1331,alpha,celseq2
1332,alpha,celseq2
1333,alpha,celseq2
1334,alpha,celseq2
1335,alpha,celseq2
1336,alpha,celseq2
1337,alpha,celseq2
1338,alpha,celseq2
1339,alpha,celseq2
1340,alpha,celseq2
1341,alpha,celseq2
1342,alpha,celseq2
1343,alpha,celseq2
1344,alpha,celseq2
1345,alpha,celseq2
1346,alpha,celseq2
1347,alpha,celseq2
1348,alpha,celseq2
1349,alpha,celseq2
1350,alpha,celseq2
1351,alpha,celseq2
1352,alpha,celseq2
1353,alpha,celseq2
1354,alpha,celseq2
1355,alpha,celseq2
1356,alpha,celseq2
1357,alpha,celseq2
1358,alpha,celseq2
1359,alpha,celseq2
1360,alpha,celseq2
1361,alpha,celseq2
1362,alpha,celseq2
1363,alpha,celseq2
1364,alpha,celseq2
1365,alpha,celseq2
1366,alpha,celseq2
1367,alpha,celseq2
1368,alpha,celseq2
1369,alpha,celseq2
1370,alpha,celseq2
1371,alpha,celseq2
1372,alpha,celseq2
1373,alpha,celseq2
1374,alpha,celseq2
1375,alpha,celseq2
1376,alpha,celseq2
1377,alpha,celseq2
1378,alpha,celseq2
1379,alpha,celseq2
1380,alpha,celseq2
1381,alpha,celseq2
1382,alpha,celseq2
1383,alpha,celseq2
1384,alpha,celseq2
1385,alpha,celseq2
1386,alpha,celseq2
1387,alpha,celseq2
1388,alpha,celseq2
1389,alpha,celseq2
1390,alpha,celseq2
1391,alpha,celseq2
1392,alpha,celseq2
1393,alpha,celseq2
1394,alpha,celseq2
1395,alpha,celseq2
1396,alpha,celseq2
1397,alpha,celseq2
1398,alpha,celseq2
1399,alpha,celseq2
1400,alpha,celseq2
1401,alpha,celseq2
1402,alpha,celseq2
1403,alpha,celseq2
1404,alpha,celseq2
1405,alpha,celseq2
1406,alpha,celseq2
1407,alpha,celseq2
1408,alpha,celseq2
1409,alpha,celseq2
1410,alpha,celseq2
1411,alpha,celseq2
1412,alpha,celseq2
1413,alpha,celseq2
1414,alpha,celseq2
1415,alpha,celseq2
1416,alpha,celseq2
1417,alpha,celseq2
1418,alpha,celseq2
1419,alpha,celseq2
1420,alpha,celseq2
1421,alpha,celseq2
1422,alpha,celseq2
1423,alpha,celseq2
1424,alpha,celseq2
1425,alpha,celseq2
1426,alpha,celseq2
1427,alpha,celseq2
1428,alpha,celseq2
1429,alpha,celseq2
1430,alpha,celseq2
1431,alpha,celseq2
1432,alpha,celseq2
1433,alpha,celseq2
1434,alpha,celseq2
1435,alpha,celseq2
1436,alpha,celseq2
1437,alpha,celseq2
1438,alpha,celseq2
1439,alpha,celseq2
1440,alpha,celseq2
1441,alpha,celseq2
1442,alpha,celseq2
1443,alpha,celseq2
1444,alpha,celseq2
1445,alpha,celseq2
1446,alpha,celseq2
1447,alpha,celseq2
1448,alpha,celseq2
1449,alpha,celseq2
1450,alpha,celseq2
1451,alpha,celseq2
1452,alpha,celseq2
1453,alpha,celseq2
1454,alpha,celseq2
1455,alpha,celseq2
1456,alpha,celseq2
1457,alpha,celseq2
1458,alpha,celseq2
1459,alpha,celseq2
1460,alpha,celseq2
1461,alpha,celseq2
1462,alpha,celseq2
1463,alpha,celseq2
1464,alpha,celseq2
1465,alpha,celseq2
1466,alpha,celseq2
1467,alpha,celseq2
1468,alpha,celseq2
1469,alpha,celseq2
1470,alpha,celseq2
1471,alpha,celseq2
1472,alpha,celseq2
1473,alpha,celseq2
1474,alpha,celseq2
1475,alpha,celseq2
1476,alpha,celseq2
1477,alpha,celseq2
1478,alpha,celseq2
1479,alpha,celseq2
1480,alpha,celseq2
1481,alpha,celseq2
1482,alpha,celseq2
1483,alpha,celseq2
1484,alpha,celseq2
1485,alpha,celseq2
1486,alpha,celseq2
1487,alpha,celseq2
1488,alpha,celseq2
1489,alpha,celseq2
1490,alpha,celseq2
1491,alpha,celseq2
1492,alpha,celseq2
1493,alpha,celseq2
1494,alpha,celseq2
1495,alpha,celseq2
1496,alpha,celseq2
1497,alpha,celseq2
1498,alpha,celseq2
1499,alpha,celseq2
1500,alpha,celseq2
1501,alpha,celseq2
1502,alpha,celseq2
1503,alpha,celseq2
1504,alpha,celseq2
1505,alpha,celseq2
1506,alpha,celseq2
1507,alpha,celseq2
1508,alpha,celseq2
1509,alpha,celseq2
1510,alpha,celseq2
1511,alpha,celseq2
1512,alpha,celseq2
1513,alpha,celseq2
1514,alpha,celseq2
1515,alpha,celseq2
1516,alpha,celseq2
1517,alpha,celseq2
1518,alpha,celseq2
1519,alpha,celseq2
1520,alpha,celseq2
1521,alpha,celseq2
1522,alpha,celseq2
1523,alpha,celseq2
1524,alpha,celseq2
1525,alpha,celseq2
1526,alpha,celseq2
1527,alpha,celseq2
1528,alpha,celseq2
1529,alpha,celseq2
1530,alpha,celseq2
1531,alpha,celseq2
1532,alpha,celseq2
1533,alpha,celseq2
1534,alpha,celseq2
1535,alpha,celseq2
1536,alpha,celseq2
1537,alpha,celseq2
1538,alpha,celseq2
1539,alpha,celseq2
1540,alpha,celseq2
1541,alpha,celseq2
1542,alpha,celseq2
1543,alpha,celseq2
1544,alpha,celseq2
1545,alpha,celseq2
1546,alpha,celseq2
1547,alpha,celseq2
1548,alpha,celseq2
1549,alpha,celseq2
1550,alpha,celseq2
1551,alpha,celseq2
1552,alpha,celseq2
1553,alpha,celseq2
1554,alpha,celseq2
1555,alpha,celseq2
1556,alpha,celseq2
1557,alpha,celseq2
1558,alpha,celseq2
1559,alpha,celseq2
1560,alpha,celseq2
1561,alpha,celseq2
1562,alpha,celseq2
1563,alpha,celseq2
1564,alpha,celseq2
1565,alpha,celseq2
1566,alpha,celseq2
1567,alpha,celseq2
1568,alpha,celseq2
1569,alpha,celseq2
1570,alpha,celseq2
1571,alpha,celseq2
1572,alpha,celseq2
1573,alpha,celseq2
1574,alpha,celseq2
1575,alpha,celseq2
1576,alpha,celseq2
1577,alpha,celseq2
1578,alpha,celseq2
1579,alpha,celseq2
1580,alpha,celseq2
1581,alpha,celseq2
1582,alpha,celseq2
1583,alpha,celseq2
1584,alpha,celseq2
1585,alpha,celseq2
1586,alpha,celseq2
1587,alpha,celseq2
1588,alpha,celseq2
1589,alpha,celseq2
1590,alpha,celseq2
1591,alpha,celseq2
1592,alpha,celseq2
1593,alpha,celseq2
1594,alpha,celseq2
1595,alpha,celseq2
1596,alpha,celseq2
1597,alpha,celseq2
1598,alpha,celseq2
1599,alpha,celseq2
1600,alpha,celseq2
1601,alpha,celseq2
1602,alpha,celseq2
1603,alpha,celseq2
1604,alpha,celseq2
1605,alpha,celseq2
1606,alpha,celseq2
1607,alpha,celseq2
1608,alpha,celseq2
1609,alpha,celseq2
1610,alpha,celseq2
1611,alpha,celseq2
1612,alpha,celseq2
1613,alpha,celseq2
1614,alpha,celseq2
1615,alpha,celseq2
1616,alpha,celseq2
1617,alpha,celseq2
1618,alpha,celseq2
1619,alpha,celseq2
1620,alpha,celseq2
1621,alpha,celseq2
1622,alpha,celseq2
1623,alpha,celseq2
1624,alpha,celseq2
1625,alpha,celseq2
1626,alpha,celseq2
1627,alpha,celseq2
1628,alpha,smartseq2
1629,alpha,smartseq2
1630,alpha,smartseq2
1631,alpha,smartseq2
1632,alpha,smartseq2
1633,alpha,smartseq2
1634,alpha,smartseq2
1635,alpha,smartseq2
1636,alpha,smartseq2
1637,alpha,smartseq2
1638,alpha,smartseq2
1639,alpha,smartseq2
1640,alpha,smartseq2
1641,alpha,smartseq2
1642,alpha,smartseq2
1643,alpha,smartseq2
1644,alpha,smartseq2
1645,alpha,smartseq2
1646,alpha,smartseq2
1647,alpha,smartseq2
1648,alpha,smartseq2
1649,alpha,smartseq2
1650,alpha,smartseq2
1651,alpha,smartseq2
1652,alpha,smartseq2
1653,alpha,smartseq2
1654,alpha,smartseq2
1655,alpha,smartseq2
1656,alpha,smartseq2
1657,alpha,smartseq2
1658,alpha,smartseq2
1659,alpha,smartseq2
1660,alpha,smartseq2
1661,alpha,smartseq2
1662,alpha,smartseq2
1663,alpha,smartseq2
1664,alpha,smartseq2
1665,alpha,smartseq2
1666,alpha,smartseq2
1667,alpha,smartseq2
1668,alpha,smartseq2
1669,alpha,smartseq2
1670,alpha,smartseq2
1671,alpha,smartseq2
1672,alpha,smartseq2
1673,alpha,smartseq2
1674,alpha,smartseq2
1675,alpha,smartseq2
1676,alpha,smartseq2
1677,alpha,smartseq2
1678,alpha,smartseq2
1679,alpha,smartseq2
1680,alpha,smartseq2
1681,alpha,smartseq2
1682,alpha,smartseq2
1683,alpha,smartseq2
1684,alpha,smartseq2
1685,alpha,smartseq2
1686,alpha,smartseq2
1687,alpha,smartseq2
1688,alpha,smartseq2
1689,alpha,smartseq2
1690,alpha,smartseq2
1691,alpha,smartseq2
1692,alpha,smartseq2
1693,alpha,smartseq2
1694,alpha,smartseq2
1695,alpha,smartseq2
1696,alpha,smartseq2
1697,alpha,smartseq2
1698,alpha,smartseq2
1699,alpha,smartseq2
1700,alpha,smartseq2
1701,alpha,smartseq2
1702,alpha,smartseq2
1703,alpha,smartseq2
1704,alpha,smartseq2
1705,alpha,smartseq2
1706,alpha,smartseq2
1707,alpha,smartseq2
1708,alpha,smartseq2
1709,alpha,smartseq2
1710,alpha,smartseq2
1711,alpha,smartseq2
1712,alpha,smartseq2
1713,alpha,smartseq2
1714,alpha,smartseq2
1715,alpha,smartseq2
1716,alpha,smartseq2
1717,alpha,smartseq2
1718,alpha,smartseq2
1719,alpha,smartseq2
1720,alpha,smartseq2
1721,alpha,smartseq2
1722,alpha,smartseq2
1723,alpha,smartseq2
1724,alpha,smartseq2
1725,alpha,smartseq2
1726,alpha,smartseq2
1727,alpha,smartseq2
1728,alpha,smartseq2
1729,alpha,smartseq2
1730,alpha,smartseq2
1731,alpha,smartseq2
1732,alpha,smartseq2
1733,alpha,smartseq2
1734,alpha,smartseq2
1735,alpha,smartseq2
1736,alpha,smartseq2
1737,alpha,smartseq2
1738,alpha,smartseq2
1739,alpha,smartseq2
1740,alpha,smartseq2
1741,alpha,smartseq2
1742,alpha,smartseq2
1743,alpha,smartseq2
1744,alpha,smartseq2
1745,alpha,smartseq2
1746,alpha,smartseq2
1747,alpha,smartseq2
1748,alpha,smartseq2
1749,alpha,smartseq2
1750,alpha,smartseq2
1751,alpha,smartseq2
1752,alpha,smartseq2
1753,alpha,smartseq2
1754,alpha,smartseq2
1755,alpha,smartseq2
1756,alpha,smartseq2
1757,alpha,smartseq2
1758,alpha,smartseq2
1759,alpha,smartseq2
1760,alpha,smartseq2
1761,alpha,smartseq2
1762,alpha,smartseq2
1763,alpha,smartseq2
1764,alpha,smartseq2
1765,alpha,smartseq2
1766,alpha,smartseq2
1767,alpha,smartseq2
1768,alpha,smartseq2
1769,alpha,smartseq2
1770,alpha,smartseq2
1771,alpha,smartseq2
1772,alpha,smartseq2
1773,alpha,smartseq2
1774,alpha,smartseq2
1775,alpha,smartseq2
1776,alpha,smartseq2
1777,alpha,smartseq2
1778,alpha,smartseq2
1779,alpha,smartseq2
1780,alpha,smartseq2
1781,alpha,smartseq2
1782,alpha,smartseq2
1783,alpha,smartseq2
1784,alpha,smartseq2
1785,alpha,smartseq2
1786,alpha,smartseq2
1787,alpha,smartseq2
1788,alpha,smartseq2
1789,alpha,smartseq2
1790,alpha,smartseq2
1791,alpha,smartseq2
1792,alpha,smartseq2
1793,alpha,smartseq2
1794,alpha,smartseq2
1795,alpha,smartseq2
1796,alpha,smartseq2
1797,alpha,smartseq2
1798,alpha,smartseq2
1799,alpha,smartseq2
1800,alpha,smartseq2
1801,alpha,smartseq2
1802,alpha,smartseq2
1803,alpha,smartseq2
1804,alpha,smartseq2
1805,alpha,smartseq2
1806,alpha,smartseq2
1807,alpha,smartseq2
1808,alpha,smartseq2
1809,alpha,smartseq2
1810,alpha,smartseq2
1811,alpha,smartseq2
1812,alpha,smartseq2
1813,alpha,smartseq2
1814,alpha,smartseq2
1815,alpha,smartseq2
1816,alpha,smartseq2
1817,alpha,smartseq2
1818,alpha,smartseq2
1819,alpha,smartseq2
1820,alpha,smartseq2
1821,alpha,smartseq2
1822,alpha,smartseq2
1823,alpha,smartseq2
1824,alpha,smartseq2
1825,alpha,smartseq2
1826,alpha,smartseq2
1827,alpha,smartseq2
1828,alpha,smartseq2
1829,alpha,smartseq2
1830,alpha,smartseq2
1831,alpha,smartseq2
1832,alpha,smartseq2
1833,alpha,smartseq2
1834,alpha,smartseq2
1835,alpha,smartseq2
1836,alpha,smartseq2
1837,alpha,smartseq2
1838,alpha,smartseq2
1839,alpha,smartseq2
1840,alpha,smartseq2
1841,alpha,smartseq2
1842,alpha,smartseq2
1843,alpha,smartseq2
1844,alpha,smartseq2
1845,alpha,smartseq2
1846,alpha,smartseq2
1847,alpha,smartseq2
1848,alpha,smartseq2
1849,alpha,smartseq2
1850,alpha,smartseq2
1851,alpha,smartseq2
1852,alpha,smartseq2
1853,alpha,smartseq2
1854,alpha,smartseq2
1855,alpha,smartseq2
1856,alpha,smartseq2
1857,alpha,smartseq2
1858,alpha,smartseq2
1859,alpha,smartseq2
1860,alpha,smartseq2
1861,alpha,smartseq2
1862,alpha,smartseq2
1863,alpha,smartseq2
1864,alpha,smartseq2
1865,alpha,smartseq2
1866,alpha,smartseq2
1867,alpha,smartseq2
1868,alpha,smartseq2
1869,alpha,smartseq2
1870,alpha,smartseq2
1871,alpha,smartseq2
1872,alpha,smartseq2
1873,alpha,smartseq2
1874,alpha,smartseq2
1875,alpha,smartseq2
1876,alpha,smartseq2
1877,alpha,smartseq2
1878,alpha,smartseq2
1879,alpha,smartseq2
1880,alpha,smartseq2
1881,alpha,smartseq2
1882,alpha,smartseq2
1883,alpha,smartseq2
1884,alpha,smartseq2
1885,alpha,smartseq2
1886,alpha,smartseq2
1887,alpha,smartseq2
1888,alpha,smartseq2
1889,alpha,smartseq2
1890,alpha,smartseq2
1891,alpha,smartseq2
1892,alpha,smartseq2
1893,alpha,smartseq2
1894,alpha,smartseq2
1895,alpha,smartseq2
1896,alpha,smartseq2
1897,alpha,smartseq2
1898,alpha,smartseq2
1899,alpha,smartseq2
1900,alpha,smartseq2
1901,alpha,smartseq2
1902,alpha,smartseq2
1903,alpha,smartseq2
1904,alpha,smartseq2
1905,alpha,smartseq2
1906,alpha,smartseq2
1907,alpha,smartseq2
1908,alpha,smartseq2
1909,alpha,smartseq2
1910,alpha,smartseq2
1911,alpha,smartseq2
1912,alpha,smartseq2
1913,alpha,smartseq2
1914,alpha,smartseq2
1915,alpha,smartseq2
1916,alpha,smartseq2
1917,alpha,smartseq2
1918,alpha,smartseq2
1919,alpha,smartseq2
1920,alpha,smartseq2
1921,alpha,smartseq2
1922,alpha,smartseq2
1923,alpha,smartseq2
1924,alpha,smartseq2
1925,alpha,smartseq2
1926,alpha,smartseq2
1927,alpha,smartseq2
1928,alpha,smartseq2
1929,alpha,smartseq2
1930,alpha,smartseq2
1931,alpha,smartseq2
1932,alpha,smartseq2
1933,alpha,smartseq2
1934,alpha,smartseq2
1935,alpha,smartseq2
1936,alpha,smartseq2
1937,alpha,smartseq2
1938,alpha,smartseq2
1939,alpha,smartseq2
1940,alpha,smartseq2
1941,alpha,smartseq2
1942,alpha,smartseq2
1943,alpha,smartseq2
1944,alpha,smartseq2
1945,alpha,smartseq2
1946,alpha,smartseq2
1947,alpha,smartseq2
1948,alpha,smartseq2
1949,alpha,smartseq2
1950,alpha,smartseq2
1951,alpha,smartseq2
1952,alpha,smartseq2
1953,alpha,smartseq2
1954,alpha,smartseq2
1955,alpha,smartseq2
1956,alpha,smartseq2
1957,alpha,smartseq2
1958,alpha,smartseq2
1959,alpha,smartseq2
1960,alpha,smartseq2
1961,alpha,smartseq2
1962,alpha,smartseq2
1963,alpha,smartseq2
1964,alpha,smartseq2
1965,alpha,smartseq2
1966,alpha,smartseq2
1967,alpha,smartseq2
1968,alpha,smartseq2
1969,alpha,smartseq2
1970,alpha,smartseq2
1971,alpha,smartseq2
1972,alpha,smartseq2
1973,alpha,smartseq2
1974,alpha,smartseq2
1975,alpha,smartseq2
1976,alpha,smartseq2
1977,alpha,smartseq2
1978,alpha,smartseq2
1979,alpha,smartseq2
1980,alpha,smartseq2
1981,alpha,smartseq2
1982,alpha,smartseq2
1983,alpha,smartseq2
1984,alpha,smartseq2
1985,alpha,smartseq2
1986,alpha,smartseq2
1987,alpha,smartseq2
1988,alpha,smartseq2
1989,alpha,smartseq2
1990,alpha,smartseq2
1991,alpha,smartseq2
1992,alpha,smartseq2
1993,alpha,smartseq2
1994,alpha,smartseq2
1995,alpha,smartseq2
1996,alpha,smartseq2
1997,alpha,smartseq2
1998,alpha,smartseq2
1999,alpha,smartseq2
2000,alpha,smartseq2
2001,alpha,smartseq2
2002,alpha,smartseq2
2003,alpha,smartseq2
2004,alpha,smartseq2
2005,alpha,smartseq2
2006,alpha,smartseq2
2007,alpha,smartseq2
2008,alpha,smartseq2
2009,alpha,smartseq2
2010,alpha,smartseq2
2011,alpha,smartseq2
2012,alpha,smartseq2
2013,alpha,smartseq2
2014,alpha,smartseq2
2015,alpha,smartseq2
2016,alpha,smartseq2
2017,alpha,smartseq2
2018,alpha,smartseq2
2019,alpha,smartseq2
2020,alpha,smartseq2
2021,alpha,smartseq2
2022,alpha,smartseq2
2023,alpha,smartseq2
2024,alpha,smartseq2
2025,alpha,smartseq2
2026,alpha,smartseq2
2027,alpha,smartseq2
2028,alpha,smartseq2
2029,alpha,smartseq2
2030,alpha,smartseq2
2031,alpha,smartseq2
2032,alpha,smartseq2
2033,alpha,smartseq2
2034,alpha,smartseq2
2035,alpha,smartseq2
2036,alpha,smartseq2
2037,alpha,smartseq2
2038,alpha,smartseq2
2039,alpha,smartseq2
2040,alpha,smartseq2
2041,alpha,smartseq2
2042,alpha,smartseq2
2043,alpha,smartseq2
2044,alpha,smartseq2
2045,alpha,smartseq2
2046,alpha,smartseq2
2047,alpha,smartseq2
2048,alpha,smartseq2
2049,alpha,smartseq2
2050,alpha,smartseq2
2051,alpha,smartseq2
2052,alpha,smartseq2
2053,alpha,smartseq2
2054,alpha,smartseq2
2055,alpha,smartseq2
2056,alpha,smartseq2
2057,alpha,smartseq2
2058,alpha,smartseq2
2059,alpha,smartseq2
2060,alpha,smartseq2
2061,alpha,smartseq2
2062,alpha,smartseq2
2063,alpha,smartseq2
2064,alpha,smartseq2
2065,alpha,smartseq2
2066,alpha,smartseq2
2067,alpha,smartseq2
2068,alpha,smartseq2
2069,alpha,smartseq2
2070,alpha,smartseq2
2071,alpha,smartseq2
2072,alpha,smartseq2
2073,alpha,smartseq2
2074,alpha,smartseq2
2075,alpha,smartseq2
2076,alpha,smartseq2
2077,alpha,smartseq2
2078,alpha,smartseq2
2079,alpha,smartseq2
2080,alpha,smartseq2
2081,alpha,smartseq2
2082,alpha,smartseq2
2083,alpha,smartseq2
2084,alpha,smartseq2
2085,alpha,smartseq2
2086,alpha,smartseq2
2087,alpha,smartseq2
2088,alpha,smartseq2
2089,alpha,smartseq2
2090,alpha,smartseq2
2091,alpha,smartseq2
2092,alpha,smartseq2
2093,alpha,smartseq2
2094,alpha,smartseq2
2095,alpha,smartseq2
2096,alpha,smartseq2
2097,alpha,smartseq2
2098,alpha,smartseq2
2099,alpha,smartseq2
2100,alpha,smartseq2
2101,alpha,smartseq2
2102,alpha,smartseq2
2103,alpha,smartseq2
2104,alpha,smartseq2
2105,alpha,smartseq2
2106,alpha,smartseq2
2107,alpha,smartseq2
2108,alpha,smartseq2
2109,alpha,smartseq2
2110,alpha,smartseq2
2111,alpha,smartseq2
2112,alpha,smartseq2
2113,alpha,smartseq2
2114,alpha,smartseq2
2115,alpha,smartseq2
2116,alpha,smartseq2
2117,alpha,smartseq2
2118,alpha,smartseq2
2119,alpha,smartseq2
2120,alpha,smartseq2
2121,alpha,smartseq2
2122,alpha,smartseq2
2123,alpha,smartseq2
2124,alpha,smartseq2
2125,alpha,smartseq2
2126,alpha,smartseq2
2127,alpha,smartseq2
2128,alpha,smartseq2
2129,alpha,smartseq2
2130,alpha,smartseq2
2131,alpha,smartseq2
2132,alpha,smartseq2
2133,alpha,smartseq2
2134,alpha,smartseq2
2135,alpha,smartseq2
2136,alpha,smartseq2
2137,alpha,smartseq2
2138,alpha,smartseq2
2139,alpha,smartseq2
2140,alpha,smartseq2
2141,alpha,smartseq2
2142,alpha,smartseq2
2143,alpha,smartseq2
2144,alpha,smartseq2
2145,alpha,smartseq2
2146,alpha,smartseq2
2147,alpha,smartseq2
2148,alpha,smartseq2
2149,alpha,smartseq2
2150,alpha,smartseq2
2151,alpha,smartseq2
2152,alpha,smartseq2
2153,alpha,smartseq2
2154,alpha,smartseq2
2155,alpha,smartseq2
2156,alpha,smartseq2
2157,alpha,smartseq2
2158,alpha,smartseq2
2159,alpha,smartseq2
2160,alpha,smartseq2
2161,alpha,smartseq2
2162,alpha,smartseq2
2163,alpha,smartseq2
2164,alpha,smartseq2
2165,alpha,smartseq2
2166,alpha,smartseq2
2167,alpha,smartseq2
2168,alpha,smartseq2
2169,alpha,smartseq2
2170,alpha,smartseq2
2171,alpha,smartseq2
2172,alpha,smartseq2
2173,alpha,smartseq2
2174,alpha,smartseq2
2175,alpha,smartseq2
2176,alpha,smartseq2
2177,alpha,smartseq2
2178,alpha,smartseq2
2179,alpha,smartseq2
2180,alpha,smartseq2
2181,alpha,smartseq2
2182,alpha,smartseq2
2183,alpha,smartseq2
2184,alpha,smartseq2
2185,alpha,smartseq2
2186,alpha,smartseq2
2187,alpha,smartseq2
2188,alpha,smartseq2
2189,alpha,smartseq2
2190,alpha,smartseq2
2191,alpha,smartseq2
2192,alpha,smartseq2
2193,alpha,smartseq2
2194,alpha,smartseq2
2195,alpha,smartseq2
2196,alpha,smartseq2
2197,alpha,smartseq2
2198,alpha,smartseq2
2199,alpha,smartseq2
2200,alpha,smartseq2
2201,alpha,smartseq2
2202,alpha,smartseq2
2203,alpha,smartseq2
2204,alpha,smartseq2
2205,alpha,smartseq2
2206,alpha,smartseq2
2207,alpha,smartseq2
2208,alpha,smartseq2
2209,alpha,smartseq2
2210,alpha,smartseq2
2211,alpha,smartseq2
2212,alpha,smartseq2
2213,alpha,smartseq2
2214,alpha,smartseq2
2215,alpha,smartseq2
2216,alpha,smartseq2
2217,alpha,smartseq2
2218,alpha,smartseq2
2219,alpha,smartseq2
2220,alpha,smartseq2
2221,alpha,smartseq2
2222,alpha,smartseq2
2223,alpha,smartseq2
2224,alpha,smartseq2
2225,alpha,smartseq2
2226,alpha,smartseq2
2227,alpha,smartseq2
2228,alpha,smartseq2
2229,alpha,smartseq2
2230,alpha,smartseq2
2231,alpha,smartseq2
2232,alpha,smartseq2
2233,alpha,smartseq2
2234,alpha,smartseq2
2235,alpha,smartseq2
2236,alpha,smartseq2
2237,alpha,smartseq2
2238,alpha,smartseq2
2239,alpha,smartseq2
2240,alpha,smartseq2
2241,alpha,smartseq2
2242,alpha,smartseq2
2243,alpha,smartseq2
2244,alpha,smartseq2
2245,alpha,smartseq2
2246,alpha,smartseq2
2247,alpha,smartseq2
2248,alpha,smartseq2
2249,alpha,smartseq2
2250,alpha,smartseq2
2251,alpha,smartseq2
2252,alpha,smartseq2
2253,alpha,smartseq2
2254,alpha,smartseq2
2255,alpha,smartseq2
2256,alpha,smartseq2
2257,alpha,smartseq2
2258,alpha,smartseq2
2259,alpha,smartseq2
2260,alpha,smartseq2
2261,alpha,smartseq2
2262,alpha,smartseq2
2263,alpha,smartseq2
2264,alpha,smartseq2
2265,alpha,smartseq2
2266,alpha,smartseq2
2267,alpha,smartseq2
2268,alpha,smartseq2
2269,alpha,smartseq2
2270,alpha,smartseq2
2271,alpha,smartseq2
2272,alpha,smartseq2
2273,alpha,smartseq2
2274,alpha,smartseq2
2275,alpha,smartseq2
2276,alpha,smartseq2
2277,alpha,smartseq2
2278,alpha,smartseq2
2279,alpha,smartseq2
2280,alpha,smartseq2
2281,alpha,smartseq2
2282,alpha,smartseq2
2283,alpha,smartseq2
2284,alpha,smartseq2
2285,alpha,smartseq2
2286,alpha,smartseq2
2287,alpha,smartseq2
2288,alpha,smartseq2
2289,alpha,smartseq2
2290,alpha,smartseq2
2291,alpha,smartseq2
2292,alpha,smartseq2
2293,alpha,smartseq2
2294,alpha,smartseq2
2295,alpha,smartseq2
2296,alpha,smartseq2
2297,alpha,smartseq2
2298,alpha,smartseq2
2299,alpha,smartseq2
2300,alpha,smartseq2
2301,alpha,smartseq2
2302,alpha,smartseq2
2303,alpha,smartseq2
2304,alpha,smartseq2
2305,alpha,smartseq2
2306,alpha,smartseq2
2307,alpha,smartseq2
2308,alpha,smartseq2
2309,alpha,smartseq2
2310,alpha,smartseq2
2311,alpha,smartseq2
2312,alpha,smartseq2
2313,alpha,smartseq2
2314,alpha,smartseq2
2315,alpha,smartseq2
2316,alpha,smartseq2
2317,alpha,smartseq2
2318,alpha,smartseq2
2319,alpha,smartseq2
2320,alpha,smartseq2
2321,alpha,smartseq2
2322,alpha,smartseq2
